0.54241,0.46585,0.30164,0.23897,0.23008,0.26004,0.22527,0.22016,0.1954,0.31301,0.19014,0.17151,0.17061,0.16996,0.19386,0.18954,0.15507,0.25585,0.15606,0.17148,0.12394,0.166,0.14161,0.13888,0.16655,0.13172,0.13685,0.12402,0.12057,0.14034,0.11217,0.11799,0.11351,0.11439,0.11047,0.21161,0.11466,0.10696,0.12271,0.12342,0.1309,0.10118,0.10691,0.098429,0.09542,0.11013,0.094068,0.097635,0.11114,0.091928,0.096183,0.108,0.084067,0.083896,0.096486,0.089821,0.086639,0.094657,0.085739,0.088343,0.091978,0.097081,0.088551,0.093222,0.086537,0.07444,0.083634,0.079893,0.084188,0.072612,0.079374,0.078537,0.073007,0.068169,0.07299,0.071365,0.070841,0.069758,0.083777,0.068392,0.067812,0.064952,0.066454,0.072342,0.073761,0.06274,0.059308,0.065034,0.056294,0.058895,0.067384,0.064776,0.059255,0.053878,0.051207,0.052067,0.054447,0.050628,0.04841,0.048208,0.063443,0.048274,0.049071,0.046379,0.047736,0.046517,0.045842,0.04126,0.043263,0.042071,0.040814,0.039141,0.042301,0.038495,0.042124,0.036458,0.040398,0.032469,0.03281,0.032606,0.0296,0.029839,0.028138,0.026252,0.02398,0.025987,0.020677,0.017393,0.017686,0.012589,8.0665e-15
0.28417,0.48421,0.35,0.21402,0.23048,0.33486,0.26805,0.34084,0.29722,0.18577,0.15781,0.20203,0.15299,0.37211,0.16316,0.17944,0.15191,0.14404,0.13842,0.14258,0.14802,0.14661,0.19503,0.14367,0.14964,0.16543,0.1293,0.14189,0.12502,0.1277,0.11685,0.17523,0.12023,0.25174,0.10628,0.11158,0.10806,0.10333,0.1192,0.11195,0.10587,0.10018,0.11843,0.10997,0.09803,0.11241,0.089558,0.10214,0.096858,0.093747,0.093526,0.10931,0.10416,0.090972,0.096558,0.085533,0.090055,0.093552,0.089658,0.084279,0.083319,0.089541,0.084088,0.084316,0.082914,0.077163,0.081328,0.077877,0.07931,0.075416,0.078177,0.07442,0.070131,0.085086,0.069691,0.070888,0.073279,0.071124,0.063801,0.066726,0.071938,0.065013,0.069567,0.060077,0.073245,0.058603,0.075083,0.060182,0.060114,0.060805,0.060673,0.061913,0.055465,0.055198,0.057876,0.054496,0.050836,0.052677,0.052459,0.04907,0.051758,0.051111,0.051054,0.04724,0.046486,0.048109,0.046829,0.043816,0.04161,0.0433,0.040351,0.044281,0.037328,0.037147,0.037288,0.034657,0.035569,0.033005,0.031663,0.033415,0.027717,0.029354,0.027745,0.0267,0.025959,0.02265,0.022912,0.015763,0.014219,0.0098483,9.963e-15
0.59521,0.22504,0.35742,0.38248,0.2897,0.2815,0.23959,0.21228,0.35117,0.19023,0.16748,0.19064,0.32247,0.17087,0.19278,0.19421,0.16082,0.23293,0.16482,0.17622,0.14313,0.13951,0.18794,0.12363,0.12181,0.11794,0.12183,0.12338,0.11104,0.11705,0.12566,0.12682,0.12587,0.12352,0.11625,0.12945,0.10376,0.10844,0.10055,0.11095,0.10676,0.10623,0.11754,0.12381,0.10439,0.10092,0.10043,0.10048,0.091066,0.10061,0.094966,0.10655,0.093833,0.098244,0.089545,0.085987,0.0935,0.095942,0.10012,0.082742,0.084147,0.094569,0.084845,0.07698,0.077887,0.082539,0.085334,0.081629,0.085943,0.072092,0.074506,0.077873,0.076888,0.08189,0.083406,0.072938,0.075929,0.079761,0.069324,0.070466,0.064469,0.067575,0.058903,0.064579,0.062047,0.064185,0.058311,0.057857,0.074181,0.058451,0.058847,0.062707,0.061464,0.054984,0.061695,0.058077,0.051042,0.055135,0.050722,0.049489,0.054316,0.04457,0.044676,0.043849,0.04621,0.056165,0.046689,0.045098,0.043949,0.041833,0.042622,0.042649,0.039337,0.03967,0.037032,0.036352,0.038991,0.033911,0.033775,0.03049,0.027991,0.028022,0.026489,0.024558,0.024436,0.021863,0.020536,0.017113,0.0161,0.011039,7.1389e-15
0.25939,0.50694,0.22545,0.27537,0.23554,0.19047,0.33645,0.28551,0.28411,0.17682,0.16416,0.26431,0.18329,0.1561,0.20032,0.20289,0.16138,0.17784,0.14032,0.17249,0.13571,0.12805,0.13485,0.13367,0.1436,0.15355,0.18988,0.12112,0.11927,0.12608,0.1323,0.16974,0.11769,0.11861,0.1223,0.11611,0.10504,0.11433,0.10577,0.11975,0.11215,0.10985,0.10617,0.093522,0.10849,0.10252,0.095592,0.089977,0.096753,0.10384,0.090392,0.10122,0.10324,0.10955,0.090697,0.091281,0.088141,0.087621,0.093123,0.081476,0.083276,0.087609,0.082422,0.086233,0.10092,0.078592,0.075689,0.072861,0.075836,0.075327,0.082845,0.071915,0.070319,0.067501,0.071345,0.073512,0.074898,0.06783,0.072145,0.080365,0.068746,0.066959,0.065259,0.069001,0.065622,0.06107,0.062346,0.072224,0.065661,0.055987,0.062336,0.054672,0.062313,0.052579,0.062243,0.053775,0.059052,0.052518,0.051988,0.054359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.56917,0.28188,0.34699,0.42008,0.30381,0.21908,0.32585,0.2264,0.18274,0.32246,0.1872,0.19453,0.16823,0.1872,0.18191,0.16135,0.17508,0.16342,0.14801,0.14432,0.15894,0.17438,0.14664,0.15277,0.13168,0.12747,0.11948,0.24769,0.16225,0.12271,0.12253,0.13124,0.20968,0.11536,0.13017,0.15275,0.11797,0.10552,0.1133,0.1288,0.12694,0.10869,0.11892,0.1008,0.099662,0.10077,0.10382,0.091583,0.096239,0.088096,0.093979,0.10358,0.098542,0.090198,0.098423,0.090649,0.084882,0.091711,0.088675,0.080717,0.086856,0.08008,0.081062,0.079443,0.076666,0.075732,0.080204,0.08678,0.074672,0.073049,0.08101,0.071287,0.074878,0.08013,0.064524,0.076816,0.081131,0.069334,0.073259,0.066191,0.075161,0.065901,0.06587,0.06506,0.06442,0.063128,0.058665,0.067466,0.058335,0.061536,0.060137,0.053543,0.054738,0.056681,0.054598,0.053757,0.052593,0.0525,0.050542,0.05363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.27926,0.50268,0.35,0.28574,0.2505,0.34956,0.22441,0.21881,0.27957,0.19602,0.17378,0.16998,0.16644,0.35866,0.13974,0.17942,0.13869,0.2902,0.20849,0.17246,0.13954,0.15205,0.15229,0.17297,0.11524,0.14048,0.15239,0.11924,0.14261,0.12433,0.133,0.14254,0.12052,0.12226,0.12263,0.11116,0.13726,0.10801,0.10914,0.098779,0.10077,0.11261,0.13106,0.11033,0.10366,0.095729,0.14956,0.11457,0.10257,0.092859,0.092417,0.10747,0.089349,0.092277,0.088908,0.092421,0.083239,0.089892,0.086538,0.085112,0.097297,0.080417,0.083183,0.086311,0.077286,0.074007,0.08575,0.082901,0.084958,0.072814,0.099771,0.073218,0.072105,0.076616,0.075555,0.070953,0.07362,0.074589,0.067402,0.070031,0.063745,0.069559,0.064226,0.064912,0.06944,0.062141,0.066207,0.061591,0.056482,0.05939,0.060866,0.058972,0.054158,0.056373,0.062599,0.054392,0.054621,0.054452,0.05525,0.047076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.39608,0.33454,0.25908,0.39226,0.27415,0.20105,0.26067,0.22746,0.20414,0.23294,0.35839,0.17357,0.14559,0.18162,0.17149,0.16358,0.19692,0.1431,0.13554,0.18348,0.1424,0.13343,0.14339,0.15368,0.12308,0.15183,0.14747,0.14492,0.12659,0.12301,0.13763,0.12373,0.116,0.12015,0.10781,0.10652,0.11481,0.10664,0.10403,0.10851,0.11051,0.10362,0.11838,0.11736,0.093919,0.1146,0.089199,0.11769,0.114,0.10184,0.08886,0.096787,0.094354,0.10418,0.087126,0.099374,0.091662,0.079557,0.089213,0.081459,0.087967,0.080573,0.084166,0.089201,0.089842,0.080585,0.080961,0.07455,0.074159,0.074709,0.077125,0.10088,0.072474,0.072109,0.068099,0.066645,0.068159,0.070233,0.068953,0.065273,0.06587,0.07018,0.066059,0.063494,0.068938,0.061599,0.059495,0.057655,0.057147,0.056202,0.059409,0.063471,0.061311,0.059605,0.058316,0.059615,0.051608,0.051145,0.052813,0.050482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.34082,0.27232,0.25926,0.4326,0.35384,0.2539,0.31579,0.20613,0.18301,0.22699,0.19646,0.30747,0.1828,0.16105,0.16872,0.17249,0.35117,0.2156,0.15031,0.13435,0.2508,0.20356,0.13488,0.1317,0.14335,0.11937,0.13977,0.11806,0.11805,0.11235,0.12958,0.10959,0.10915,0.11275,0.11288,0.12155,0.11431,0.12759,0.12124,0.11221,0.10736,0.10401,0.10912,0.11081,0.10825,0.092903,0.10625,0.1129,0.1136,0.096114,0.091914,0.094008,0.091327,0.099794,0.091147,0.089129,0.087621,0.08383,0.089812,0.08311,0.083853,0.085912,0.090225,0.07815,0.085078,0.078118,0.088497,0.092879,0.078691,0.070293,0.077559,0.073243,0.076983,0.076651,0.07945,0.069981,0.076195,0.067033,0.071385,0.075862,0.069008,0.065584,0.066542,0.066548,0.065742,0.060623,0.063672,0.062299,0.071295,0.061038,0.058785,0.056744,0.056385,0.059427,0.053767,0.053419,0.069009,0.050917,0.057865,0.047755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.42687,0.21234,0.52976,0.32896,0.19842,0.37626,0.21901,0.22044,0.36014,0.19698,0.23691,0.16027,0.16019,0.18788,0.15254,0.15487,0.15952,0.17289,0.14174,0.13184,0.12687,0.13081,0.16631,0.13199,0.12944,0.13239,0.13505,0.14486,0.1279,0.16883,0.16415,0.12108,0.13837,0.1389,0.11834,0.13126,0.1559,0.11788,0.11249,0.12568,0.11005,0.10439,0.096582,0.12266,0.096441,0.11029,0.10543,0.09792,0.1032,0.09706,0.095566,0.095446,0.097874,0.092256,0.098744,0.096187,0.093177,0.094957,0.081708,0.10419,0.077984,0.10635,0.080933,0.082413,0.088336,0.07905,0.081638,0.084373,0.073957,0.076702,0.08253,0.081789,0.076677,0.074889,0.072058,0.07134,0.070488,0.067942,0.065155,0.065323,0.069851,0.073925,0.062953,0.067124,0.064639,0.064801,0.061742,0.061116,0.058574,0.059394,0.057289,0.055088,0.063693,0.059475,0.056504,0.057186,0.053502,0.058462,0.050689,0.054055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.35,0.6361,0.37948,0.24317,0.30611,0.21387,0.20843,0.22798,0.20259,0.16444,0.16701,0.18645,0.29223,0.22523,0.15256,0.17572,0.15502,0.14821,0.16543,0.17172,0.14075,0.14704,0.13057,0.13768,0.15738,0.15291,0.15333,0.13778,0.12532,0.15229,0.12043,0.13034,0.11421,0.18354,0.12666,0.1096,0.12038,0.14327,0.097558,0.10164,0.09585,0.10757,0.10032,0.091169,0.1145,0.094746,0.1083,0.10245,0.09255,0.0941,0.1089,0.10263,0.099284,0.095284,0.091322,0.095247,0.092962,0.09003,0.077386,0.08553,0.095247,0.083878,0.084812,0.085341,0.080133,0.075821,0.082261,0.0716,0.074997,0.075544,0.076183,0.069495,0.073009,0.068866,0.080134,0.079959,0.073419,0.06699,0.0754,0.076959,0.067722,0.075294,0.067904,0.064543,0.064645,0.060561,0.060429,0.060554,0.068336,0.063745,0.059072,0.070157,0.056914,0.056238,0.054397,0.055726,0.050953,0.056053,0.04834,0.048298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.54241,0.2985,0.33946,0.25524,0.22818,0.20902,0.31731,0.23688,0.21302,0.29833,0.22468,0.14833,0.19503,0.34027,0.17981,0.17036,0.16858,0.15337,0.20313,0.14898,0.18225,0.16305,0.13127,0.13005,0.13422,0.15138,0.12377,0.11819,0.14019,0.13081,0.2339,0.11038,0.12412,0.15675,0.1155,0.11064,0.10575,0.11054,0.13208,0.10549,0.11278,0.10219,0.10669,0.10589,0.11064,0.12226,0.096531,0.10099,0.12214,0.092174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.35528,0.31463,0.3437,0.30137,0.39671,0.28407,0.3227,0.18457,0.23206,0.24395,0.20153,0.17424,0.17727,0.16459,0.19355,0.14175,0.14781,0.15867,0.16198,0.16205,0.14644,0.13575,0.14495,0.19294,0.12961,0.12562,0.13964,0.12445,0.12321,0.13244,0.12487,0.2061,0.11971,0.1248,0.10618,0.10677,0.13828,0.10089,0.11102,0.10718,0.099163,0.10365,0.1047,0.13685,0.11106,0.10187,0.10764,0.10004,0.1034,0.10731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.32826,0.42186,0.35224,0.36543,0.21446,0.38187,0.21605,0.20227,0.1927,0.18219,0.16889,0.3583,0.19933,0.20701,0.20607,0.17423,0.22983,0.13504,0.23813,0.15327,0.13708,0.13837,0.17411,0.12349,0.13448,0.14441,0.13513,0.14613,0.13261,0.13657,0.13201,0.12538,0.12054,0.16666,0.1663,0.12234,0.15029,0.1231,0.12076,0.10997,0.12155,0.11488,0.11985,0.12495,0.10348,0.093052,0.10346,0.10839,0.088354,0.096176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.45393,0.52358,0.30901,0.30701,0.29359,0.24861,0.22686,0.29323,0.332,0.19885,0.16975,0.19148,0.19166,0.19052,0.17894,0.23006,0.16257,0.14934,0.17976,0.18784,0.1785,0.15342,0.13413,0.13846,0.12712,0.15088,0.12407,0.12545,0.28158,0.1144,0.13793,0.17472,0.11111,0.13,0.13318,0.11277,0.10967,0.12215,0.11626,0.17095,0.099848,0.10068,0.10068,0.10232,0.099631,0.11734,0.11854,0.14709,0.095999,0.10135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3178,0.33406,0.44962,0.29678,0.24798,0.23915,0.23674,0.19479,0.18029,0.1744,0.29673,0.18267,0.17158,0.17265,0.28984,0.15903,0.20877,0.18121,0.14669,0.13062,0.15777,0.15058,0.13221,0.1396,0.13541,0.16253,0.1438,0.12693,0.11769,0.13935,0.112,0.12024,0.12027,0.11467,0.11135,0.12284,0.10929,0.11277,0.11752,0.1052,0.11296,0.13614,0.10742,0.096842,0.091634,0.092181,0.12737,0.092242,0.098165,0.098691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.50951,0.28223,0.2606,0.45148,0.37912,0.39825,0.2401,0.41241,0.20472,0.22849,0.19131,0.29379,0.16907,0.18646,0.16843,0.19229,0.27266,0.15582,0.1686,0.19137,0.17322,0.15859,0.13996,0.17443,0.12632,0.12323,0.12246,0.13228,0.11534,0.12065,0.1283,0.12615,0.1295,0.15297,0.11086,0.11788,0.1437,0.11549,0.12041,0.11982,0.11043,0.11197,0.10323,0.11316,0.103,0.10255,0.13389,0.10671,0.095515,0.12328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.42687,0.42989,0.2977,0.47114,0.30092,0.32436,0.19759,0.26065,0.19223,0.22395,0.21228,0.16781,0.16056,0.16009,0.15943,0.17306,0.21696,0.16979,0.13739,0.17593,0.15966,0.14962,0.13962,0.13067,0.13619,0.14253,0.13881,0.12236,0.14066,0.14245,0.1239,0.11038,0.11464,0.12778,0.1093,0.11883,0.15335,0.13154,0.11392,0.10046,0.10703,0.10187,0.12136,0.10499,0.10291,0.11468,0.095664,0.098478,0.10007,0.095203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.35,0.32673,0.27774,0.2845,0.31646,0.26004,0.17803,0.28952,0.22648,0.19909,0.23233,0.18731,0.22217,0.24076,0.2272,0.14872,0.13699,0.17269,0.16617,0.27798,0.16548,0.15061,0.19802,0.16033,0.15846,0.14618,0.16838,0.1218,0.12568,0.11742,0.12297,0.11504,0.13385,0.11933,0.12613,0.11054,0.11639,0.12387,0.11846,0.10757,0.10625,0.10378,0.10549,0.11274,0.10193,0.096736,0.11892,0.11878,0.10243,0.089367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.73001,0.51903,0.30206,0.42786,0.21907,0.44014,0.19281,0.24432,0.21602,0.17464,0.18557,0.26987,0.18764,0.1605,0.18836,0.17444,0.15467,0.1612,0.14261,0.16127,0.16432,0.12536,0.13523,0.14251,0.14951,0.12626,0.11967,0.12394,0.14126,0.11488,0.12312,0.1298,0.10794,0.12064,0.11295,0.12828,0.10543,0.14863,0.11656,0.10744,0.10394,0.10436,0.099325,0.098405,0.094859,0.11536,0.092981,0.10028,0.10491,0.092703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
